lp (0,0) (0,1) (1,0) (1,1) (1,2) (1,3) (2,0) (2,1) (2,2) (2,3) (3,0) (3,1) (3,2) (3,3) 
0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 -0.0400 -0.0400 -0.0400 -0.0400 -20.0000 79.1600 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 
1 -0.0796 -0.0796 -0.0796 -0.0796 40.7108 85.0168 -0.0796 -0.0796 -0.0796 62.6468 -0.0796 -0.0796 -0.0796 -0.0796 
2 -0.1188 -0.1188 -0.1188 32.1872 51.3558 91.6070 -0.1188 -0.1188 53.5988 73.4875 -0.1188 -0.1188 -0.1188 49.5605 
3 -0.1576 25.4287 25.4287 40.6103 62.9433 93.3133 -0.1576 45.5850 63.2346 85.0943 -0.1576 -0.1576 47.3049 63.0568 
4 22.6014 34.6252 32.0921 56.8414 66.3958 94.6294 38.5651 54.0466 78.2693 88.5487 -0.1960 41.9228 60.8444 78.2805 
5 32.7978 50.6438 51.0339 61.3239 69.2683 95.1015 45.9226 71.7269 82.6874 91.4215 36.9614 57.6497 75.7304 83.8639 
6 48.6396 56.7893 56.3219 68.6776 70.3640 95.4326 65.4793 77.2268 86.7207 92.5172 53.8241 72.7468 82.0636 88.1656 
7 55.3283 64.7901 65.6505 73.6655 71.1340 95.5739 72.0281 82.6438 88.3239 93.2872 69.3865 79.8018 86.4968 90.0863 
8 63.8469 70.1948 70.9114 78.9555 71.4808 95.6641 78.7825 85.1058 89.4489 93.6340 77.1630 84.5476 88.6156 91.3252 
9 69.3919 75.7629 77.1926 81.4606 71.6980 95.7073 82.0232 86.9903 89.9677 93.8512 82.3603 86.9392 89.9179 91.9323 
10 75.4669 78.8471 80.6290 83.5965 71.8051 95.7331 84.6521 87.8860 90.2901 93.9583 85.0898 88.3940 90.5790 92.2933 
11 79.0953 81.4455 83.2628 84.6567 71.8681 95.7463 85.9719 88.4968 90.4510 94.0212 86.7725 89.1503 90.9623 92.4793 
12 81.7977 82.9016 84.6737 85.4074 71.9006 95.7538 86.8830 88.8041 90.5450 94.0538 87.6687 89.5892 91.1635 92.5855 
13 83.3268 83.9079 85.6093 85.7937 71.9191 95.7578 87.3547 88.9963 90.5940 94.0723 88.1953 89.8225 91.2769 92.6418 
14 84.3188 84.4648 86.1139 86.0404 71.9290 95.7600 87.6517 89.0964 90.6217 94.0821 88.4788 89.9544 91.3375 92.6732 
15 84.8718 84.8136 86.4235 86.1706 71.9344 95.7612 87.8090 89.1559 90.6364 94.0876 88.6408 90.0253 91.3711 92.6901 
16 85.2062 85.0060 86.5916 86.2489 71.9374 95.7619 87.9028 89.1875 90.6446 94.0906 88.7286 90.0649 91.3893 92.6995 
17 85.3915 85.1201 86.6902 86.2908 71.9390 95.7622 87.9532 89.2056 90.6491 94.0922 88.7779 90.0863 91.3993 92.7045 
18 85.4993 85.1830 86.7440 86.3151 71.9399 95.7624 87.9822 89.2154 90.6515 94.0931 88.8047 90.0982 91.4048 92.7073 
19 85.5588 85.2191 86.7748 86.3283 71.9404 95.7625 87.9979 89.2209 90.6528 94.0936 88.8197 90.1046 91.4077 92.7088 
20 85.5926 85.2390 86.7916 86.3358 71.9407 95.7626 88.0068 89.2239 90.6536 94.0938 88.8278 90.1082 91.4094 92.7096 
21 85.6112 85.2503 86.8010 86.3398 71.9408 95.7626 88.0116 89.2256 90.6540 94.0940 88.8323 90.1101 91.4103 92.7101 
22 85.6217 85.2564 86.8062 86.3421 71.9409 95.7626 88.0143 89.2265 90.6542 94.0940 88.8347 90.1112 91.4107 92.7103 
23 85.6274 85.2599 86.8090 86.3433 71.9409 95.7626 88.0158 89.2270 90.6543 94.0941 88.8361 90.1117 91.4110 92.7105 
24 85.6306 85.2618 86.8106 86.3440 71.9409 95.7627 88.0166 89.2272 90.6544 94.0941 88.8368 90.1121 91.4112 92.7105 
25 85.6323 85.2628 86.8115 86.3444 71.9410 95.7627 88.0171 89.2274 90.6544 94.0941 88.8372 90.1122 91.4112 92.7106 
26 85.6333 85.2634 86.8120 86.3446 71.9410 95.7627 88.0173 89.2275 90.6544 94.0941 88.8375 90.1123 91.4113 92.7106 
27 85.6338 85.2637 86.8122 86.3447 71.9410 95.7627 88.0175 89.2275 90.6544 94.0941 88.8376 90.1124 91.4113 92.7106 
28 85.6341 85.2639 86.8124 86.3448 71.9410 95.7627 88.0175 89.2276 90.6544 94.0941 88.8376 90.1124 91.4113 92.7106 
