lp (0,0) (0,1) (1,0) (1,1) (1,2) (1,3) (2,0) (2,1) (2,2) (2,3) (3,0) (3,1) (3,2) (3,3) 
0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 -0.0400 -0.0400 -0.0400 -0.0400 -60.0000 63.3200 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 
1 -0.0796 -0.0796 -0.0796 -0.0796 -15.7945 63.6487 -0.0796 -0.0796 -0.0796 50.1015 -0.0796 -0.0796 -0.0796 -0.0796 
2 -0.1188 -0.1188 -0.1188 -0.1188 -11.1618 68.0576 -0.1188 -0.1188 38.0689 55.3219 -0.1188 -0.1188 -0.1188 39.6246 
3 -0.1576 -0.1576 -0.1576 -0.1576 -3.4346 68.9527 -0.1576 30.0870 42.6582 63.1073 -0.1576 -0.1576 35.0998 47.6860 
4 -0.1960 -0.1960 -0.1960 23.4333 -1.5063 69.8063 23.7577 33.7141 53.0758 65.0413 -0.1960 30.7220 45.4254 58.1368 
5 -0.2341 18.4803 21.0766 26.4930 0.3920 70.0817 26.6227 47.3574 55.8207 66.9402 26.6245 42.3161 55.7559 61.7254 
6 18.4590 22.7488 25.7546 39.5925 1.0698 70.2969 42.1895 50.9821 58.5353 67.6180 38.7458 52.9964 59.8926 64.6073 
7 24.4372 35.3968 39.8434 42.9934 1.5760 70.3853 46.7234 55.4862 59.5487 68.1243 49.9457 57.6888 62.8533 65.8390 
8 37.4396 39.9344 45.1657 48.0056 1.7965 70.4442 52.7942 57.0901 61.9773 68.3448 55.2198 60.9441 64.2223 66.6550 
9 43.3913 45.6405 50.9970 49.8247 2.1054 70.4718 55.1136 59.8320 63.2421 68.6537 58.9211 62.5094 65.2445 67.0459 
10 49.1638 48.2353 53.5913 52.6041 2.2831 70.5051 58.2289 61.1847 64.3537 68.8314 60.7569 63.7455 65.7805 67.4305 
11 52.0468 51.2649 56.5906 53.9498 3.1560 70.5344 59.9014 62.5821 64.9298 68.9854 62.2260 64.4263 66.2482 67.6623 
12 55.0076 52.9161 58.3454 56.0506 3.7483 70.6153 61.3688 63.3439 65.4538 69.0808 63.0762 65.0024 66.5352 67.8536 
13 56.8540 55.0365 59.8893 57.6793 4.3793 70.6820 62.2629 63.9973 65.7659 69.2063 63.7620 65.3622 66.7669 67.9765 
14 58.4695 56.7192 60.9115 59.1767 4.7944 70.7511 62.9593 64.4017 66.0266 69.3024 64.2033 65.6460 66.9181 68.1110 
15 59.6056 58.2316 61.7125 60.1929 5.1559 70.7990 63.4177 64.7212 66.1959 69.3924 64.5407 65.8339 67.0654 68.2154 
16 60.5022 59.2987 62.2555 61.0086 5.3953 70.8395 63.7620 64.9322 66.3531 69.4560 64.7683 66.0008 67.1794 68.3116 
17 61.1266 60.1391 62.6627 61.5652 5.6046 70.8673 63.9972 65.1140 66.4706 69.5100 64.9571 66.1285 67.2825 68.3828 
18 61.5941 60.7249 62.9444 61.9889 5.7555 70.8907 64.1880 65.2501 66.5755 69.5489 65.1002 66.2407 67.3607 68.4428 
19 61.9215 61.1648 63.1653 62.2835 5.8829 70.9108 64.3338 65.3825 66.6548 69.5818 65.2222 66.3273 67.4264 68.4873 
20 62.1725 61.4741 63.3318 62.5151 5.9768 70.9299 64.4579 65.4831 66.7232 69.6088 65.3173 66.4010 67.4760 68.5242 
21 62.3598 61.7130 63.4695 62.6875 6.0558 70.9478 64.5588 65.5674 66.7751 69.6334 65.3973 66.4575 67.5169 68.5542 
22 62.5111 61.8917 63.5802 62.8286 6.1158 70.9643 64.6472 65.6312 66.8183 69.6551 65.4600 66.5038 67.5498 68.5807 
23 62.6314 62.0361 63.6751 62.9402 6.1656 70.9796 64.7149 65.6840 66.8528 69.6746 65.5117 66.5408 67.5783 68.6037 
24 62.7327 62.1508 63.7491 63.0349 6.2055 70.9936 64.7712 65.7260 66.8825 69.6921 65.5528 66.5723 67.6028 68.6243 
25 62.8128 62.2471 63.8104 63.1091 6.2398 71.0065 64.8159 65.7621 66.9078 69.7079 65.5873 66.5990 67.6245 68.6426 
26 62.8788 62.3233 63.8592 63.1708 6.2685 71.0182 64.8539 65.7921 66.9301 69.7221 65.6163 66.6224 67.6436 68.6591 
27 62.9315 62.3862 63.9003 63.2199 6.2934 71.0289 64.8854 65.8182 66.9497 69.7350 65.6415 66.6428 67.6608 68.6739 
28 62.9755 62.4366 63.9342 63.2613 6.3148 71.0387 64.9126 65.8406 66.9671 69.7467 65.6633 66.6610 67.6761 68.6872 
29 63.0117 62.4787 63.9632 63.2953 6.3336 71.0475 64.9359 65.8603 66.9826 69.7573 65.6825 66.6771 67.6900 68.6993 
30 63.0424 62.5134 63.9878 63.3244 6.3502 71.0556 64.9562 65.8775 66.9966 69.7669 65.6995 66.6917 67.7025 68.7103 
31 63.0684 62.5429 64.0092 63.3490 6.3649 71.0630 64.9740 65.8929 67.0092 69.7756 65.7147 66.7047 67.7138 68.7203 
32 63.0908 62.5680 64.0279 63.3705 6.3780 71.0697 64.9898 65.9066 67.0205 69.7836 65.7283 66.7165 67.7240 68.7293 
33 63.1103 62.5896 64.0444 63.3891 6.3898 71.0757 65.0039 65.9188 67.0307 69.7908 65.7405 66.7271 67.7333 68.7375 
34 63.1275 62.6084 64.0590 63.4055 6.4004 71.0813 65.0164 65.9298 67.0400 69.7973 65.7516 66.7367 67.7417 68.7449 
35 63.1426 62.6250 64.0720 63.4200 6.4099 71.0863 65.0277 65.9398 67.0484 69.8033 65.7615 66.7454 67.7494 68.7517 
36 63.1560 62.6396 64.0836 63.4329 6.4185 71.0909 65.0378 65.9487 67.0560 69.8087 65.7705 66.7533 67.7563 68.7578 
37 63.1680 62.6527 64.0941 63.4445 6.4262 71.0950 65.0470 65.9568 67.0630 69.8136 65.7787 66.7605 67.7626 68.7634 
38 63.1788 62.6643 64.1035 63.4549 6.4333 71.0988 65.0552 65.9642 67.0692 69.8180 65.7860 66.7670 67.7683 68.7684 
39 63.1884 62.6747 64.1120 63.4642 6.4397 71.1022 65.0627 65.9708 67.0749 69.8221 65.7927 66.7729 67.7735 68.7730 
40 63.1972 62.6841 64.1197 63.4726 6.4454 71.1054 65.0694 65.9768 67.0801 69.8258 65.7988 66.7782 67.7782 68.7772 
41 63.2050 62.6926 64.1266 63.4802 6.4507 71.1082 65.0756 65.9823 67.0848 69.8291 65.8043 66.7831 67.7825 68.7810 
42 63.2122 62.7002 64.1329 63.4871 6.4554 71.1108 65.0811 65.9873 67.0891 69.8322 65.8093 66.7875 67.7864 68.7845 
43 63.2186 62.7071 64.1386 63.4933 6.4598 71.1131 65.0862 65.9918 67.0930 69.8349 65.8139 66.7916 67.7900 68.7876 
44 63.2245 62.7134 64.1438 63.4990 6.4637 71.1153 65.0908 65.9958 67.0965 69.8375 65.8180 66.7952 67.7932 68.7905 
45 63.2298 62.7191 64.1485 63.5041 6.4672 71.1172 65.0949 65.9996 67.0997 69.8397 65.8218 66.7985 67.7961 68.7930 
46 63.2346 62.7242 64.1528 63.5088 6.4705 71.1189 65.0987 66.0029 67.1026 69.8418 65.8252 66.8015 67.7988 68.7954 
47 63.2389 62.7289 64.1567 63.5130 6.4734 71.1205 65.1021 66.0060 67.1053 69.8437 65.8283 66.8043 67.8012 68.7975 
48 63.2429 62.7331 64.1602 63.5168 6.4761 71.1220 65.1053 66.0088 67.1077 69.8454 65.8311 66.8068 67.8034 68.7995 
49 63.2465 62.7370 64.1634 63.5203 6.4785 71.1233 65.1081 66.0113 67.1099 69.8470 65.8337 66.8090 67.8054 68.8013 
50 63.2498 62.7405 64.1663 63.5235 6.4807 71.1245 65.1107 66.0136 67.1118 69.8484 65.8360 66.8111 67.8072 68.8029 
51 63.2527 62.7436 64.1689 63.5264 6.4827 71.1256 65.1130 66.0157 67.1136 69.8497 65.8381 66.8130 67.8089 68.8043 
52 63.2554 62.7465 64.1713 63.5290 6.4846 71.1266 65.1151 66.0176 67.1153 69.8509 65.8400 66.8147 67.8104 68.8057 
53 63.2579 62.7491 64.1735 63.5313 6.4862 71.1275 65.1171 66.0193 67.1168 69.8519 65.8418 66.8162 67.8117 68.8069 
