lp (0,0) (0,1) (1,0) (1,1) (1,2) (1,3) (2,0) (2,1) (2,2) (2,3) (3,0) (3,1) (3,2) (3,3) 
0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 -0.0400 -0.0400 -0.0400 -0.0400 -20.0000 31.9600 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 -0.0400 
1 -0.0560 -0.0560 -0.0560 -0.0560 -10.5744 32.4384 -0.0560 -0.0560 -0.0560 10.1840 -0.0560 -0.0560 -0.0560 -0.0560 
2 -0.0624 -0.0624 -0.0624 -0.0624 -10.0449 32.8346 -0.0624 -0.0624 2.7937 10.7454 -0.0624 -0.0624 -0.0624 3.2144 
3 -0.0650 -0.0650 -0.0650 -0.0650 -9.7830 32.8716 -0.0650 0.8490 2.9942 11.0086 -0.0650 -0.0650 1.0979 3.5246 
4 -0.0660 -0.0660 -0.0660 -0.0294 -9.7526 32.8835 0.2265 0.9130 3.1354 11.0390 -0.0660 0.3427 1.2516 3.6677 
5 -0.0664 -0.0547 0.0287 -0.0272 -9.7420 32.8852 0.2469 0.9758 3.1524 11.0497 0.0761 0.4107 1.3091 3.6893 
6 -0.0357 -0.0536 0.0391 0.0060 -9.7403 32.8857 0.2765 0.9841 3.1586 11.0514 0.1043 0.4344 1.3190 3.6958 
7 -0.0311 -0.0416 0.0503 0.0097 -9.7398 32.8858 0.2807 0.9884 3.1596 11.0518 0.1142 0.4388 1.3218 3.6970 
8 -0.0268 -0.0398 0.0522 0.0140 -9.7397 32.8858 0.2829 0.9890 3.1599 11.0519 0.1162 0.4401 1.3223 3.6973 
9 -0.0260 -0.0382 0.0532 0.0147 -9.7397 32.8858 0.2832 0.9893 3.1599 11.0519 0.1168 0.4403 1.3224 3.6974 
10 -0.0256 -0.0379 0.0533 0.0151 -9.7397 32.8858 0.2834 0.9894 3.1599 11.0519 0.1169 0.4404 1.3225 3.6974 
